Getting repos in ODI org...
there are this many repos: 335
theodi/adapt-cordova,"Adapt 2 extension to authoring tool to allow definition of Apache cordova parameters needed for mobile app build.",2017-04-05 17:44:51 UTC,2017-04-05 17:45:24 UTC
theodi/adapt-theme-dlab,"Theme for lab",2017-04-24 09:30:15 UTC,2018-08-08 15:39:43 UTC
theodi/tapas.learndata.info,"eLearning for TAPAS",2017-04-26 09:35:14 UTC,2017-05-12 11:28:43 UTC
theodi/adapt-theme-eu,"Theme for European Data Portal modules (Adapt 2)",2017-05-12 08:31:06 UTC,2017-05-12 08:31:42 UTC
theodi/EUeLearning2,"EUeLearning2 - Second set of modules",2017-05-12 15:14:54 UTC,2017-05-12 15:17:02 UTC
theodi/content-api-ng,"Reimplementation of content_api",2017-05-30 12:47:22 UTC,2017-05-30 12:47:23 UTC
theodi/status,"Big Old Status Page",2017-06-01 11:43:02 UTC,2017-07-14 10:16:04 UTC
theodi/odc-surveyor,"A certificate-specific fork of NUBIC/surveyor",2017-06-19 14:08:35 UTC,2017-06-19 14:09:34 UTC
theodi/dlab2.learndata.info,"Additional dLab eLearning modules",2017-06-20 12:59:36 UTC,2017-06-20 13:41:02 UTC
theodi/adapt-theme-odedu,"ODedu eLearning theme",2017-06-27 20:48:46 UTC,2018-06-27 16:22:25 UTC
theodi/odedu.learndata.info,"Test location for modules (not a live hosting place!)",2017-06-29 13:53:28 UTC,2018-06-28 12:50:29 UTC
theodi/adapt-theme-ukraine,"Adapt theme for Ukraine Gov",2017-07-11 11:18:27 UTC,2017-07-11 11:19:21 UTC
theodi/adapt-language-align,"Takes two (or more) courses from the authoring tool and aligns their IDs for multi-language deployment. ",2017-09-27 15:36:29 UTC,2017-09-27 15:37:00 UTC
theodi/sdsa.learndata.info,"Reference material for SDSA/ODI/ODEdu VET course",2017-10-20 15:23:26 UTC,2017-10-20 15:27:45 UTC
theodi/adapt-theme-odedu-sdsa,"Adapt theme variant of ODEdu for SDSA",2017-11-02 11:33:09 UTC,2017-11-02 11:33:28 UTC
theodi/adapt-theme-fco,"Adapt eLearning theme for the FCO",2017-11-08 11:12:37 UTC,2018-04-10 14:30:48 UTC
theodi/adapt-contrib-jsonSchema,"A code input box for adapt that validates JSON input",2017-11-09 18:31:43 UTC,2017-11-17 11:05:30 UTC
theodi/managingrisk.learndata.info,"Repository for Managing Risk eLearning modules at managingrisk.learndata.info",2017-11-29 19:56:07 UTC,2018-07-13 21:50:21 UTC
theodi/fco.learndata.info,"Staging for the FCO eLearning modules",2017-12-01 14:14:56 UTC,2018-05-02 11:07:20 UTC
theodi/riskmanagement.learndata.info,"Repository for RHUL/ODI developed modules",2017-12-07 10:35:21 UTC,2017-12-07 10:37:39 UTC
theodi/adapt-contrib-languagePickerNavFlags,"An adapt extension to allow language picking from a drop down in the Navigation bar. With flags.",2017-12-07 15:04:05 UTC,2017-12-07 15:04:44 UTC
theodi/open-standards-guidebook,"Repo for the open standards for data guidebook",2018-01-09 08:10:18 UTC,2018-08-05 01:37:54 UTC
theodi/edsa.learndata.info,"Learning resources for the second course of EDSA",2018-01-30 14:45:16 UTC,2018-01-30 14:47:13 UTC
theodi/amr-frontend,"Antimicrobial resistance register frontend",2018-02-21 15:00:56 UTC,2018-02-28 16:48:58 UTC
theodi/adapt-odi-footerLink,"Add arbitrary links to the footer of a page.",2018-04-21 15:30:37 UTC,2018-04-21 15:31:11 UTC
theodi/lloyds-gdpr.learndata.info,"Live site",2018-05-10 14:58:00 UTC,2018-05-10 15:32:05 UTC
theodi/odi-gdpr,"ODI GDPR module (Alpha)",2018-05-15 12:27:11 UTC,2018-07-04 14:54:23 UTC
